ACCIDENT_YEAR,JURIS,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,CHP_SHIFT,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,LOCATION_TYPE,RAMP_INTERSECTION,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,MOTORCYCLE_ACCIDENT,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_MC_KILLED,COUNT_MC_INJURED,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y,IS_WEEKEND,TIME_OF_DAY,SEVERE_FATAL
2021,9835,2021-04-10,2205,6,3,N,A,-,N,,,N,2,0,2,2,A,-,09,21804.0,A,F,D,A,H,-,D,D,0,Y,Y,C,06,2,0,0,0,2,35.038509368896484,-116.97186279296876,SAN BERNARDINO,UNINCORPORATED,-116.9721221923828,35.039268493652344,1,Night,1
2021,9855,2021-04-20,835,2,1,N,A,-,Y,,,Y,4,0,1,2,A,-,03,22350.0,,N,C,A,H,-,A,D,0,Y,,C,02,0,0,1,0,1,34.03034973144531,-117.63915252685548,SAN BERNARDINO,ONTARIO,-117.63915252685548,34.03036117553711,0,Morning,0
2021,9860,2021-04-12,1610,1,2,N,A,-,Y,,,Y,3,0,1,2,A,-,07,21658.0,A,N,F,A,H,-,A,D,0,Y,,A,01,0,1,0,0,1,34.06739044189453,-117.42057800292967,SAN BERNARDINO,FONTANA,-117.42057800292967,34.06734848022461,0,Evening,0
2021,9834,2021-04-26,1135,1,1,N,B,-,N,,,N,2,0,1,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.9875602722168,-115.10559844970705,SAN BERNARDINO,UNINCORPORATED,-115.10504150390624,34.98657989501953,0,Midday,1
2021,9855,2021-04-23,1725,5,2,N,B,-,Y,,,Y,4,0,1,2,A,-,07,21658.0,A,F,C,A,H,-,A,D,0,Y,,A,01,0,0,1,0,1,34.13465881347656,-117.6528091430664,SAN BERNARDINO,UPLAND,-117.6528091430664,34.134578704833984,0,Evening,0
2021,9855,2021-04-23,2229,5,3,N,A,-,Y,,,Y,3,0,1,3,A,-,03,22350.0,,N,C,A,D,-,C,A,0,Y,,C,02,0,1,0,0,1,34.03042984008789,-117.70294189453124,SAN BERNARDINO,CHINO,-117.70294189453124,34.03026580810547,0,Night,0
2021,9855,2021-04-24,2148,6,2,N,A,-,Y,,,N,4,0,1,2,A,-,03,22350.0,,F,C,A,H,-,D,D,0,Y,,A,01,0,0,1,0,1,34.040771484375,-117.55001068115234,SAN BERNARDINO,ONTARIO,-117.55001831054688,34.040771484375,1,Night,0
2021,9860,2021-04-16,1625,5,2,N,A,-,Y,,,Y,3,0,1,2,A,-,08,22107.0,,N,B,A,H,-,A,D,0,Y,,-,- ,0,1,0,0,1,34.24137878417969,-117.43115234375,SAN BERNARDINO,UNINCORPORATED,-117.4311065673828,34.24143600463867,0,Evening,0
2021,9835,2021-04-24,1900,6,2,Y,A,-,N,,,N,3,0,1,1,A,-,01,23152.0,A,N,F,A,H,-,B,D,0,Y,Y,C,02,0,1,0,0,1,34.91450119018555,-117.20671081542967,SAN BERNARDINO,UNINCORPORATED,-117.20668792724608,34.91445541381836,1,Evening,0
2021,9855,2021-04-06,1150,2,1,N,A,-,Y,,,Y,2,0,1,3,A,-,07,21658.0,A,F,B,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.066551208496094,-117.4634017944336,SAN BERNARDINO,FONTANA,-117.4634017944336,34.06660079956055,0,Midday,1
2021,9855,2021-04-30,304,5,3,N,A,-,Y,,,Y,2,0,1,2,A,-,01,23152.0,A,N,C,A,D,-,C,D,0,Y,Y,A,08,1,0,0,0,1,34.06774139404297,-117.58611297607422,SAN BERNARDINO,ONTARIO,-117.58611297607422,34.06769943237305,0,Night,1
2021,9860,2021-05-01,2345,6,3,N,A,-,Y,,,Y,3,0,1,2,A,-,08,22107.0,,F,B,A,H,-,D,D,0,Y,,C,02,0,1,0,0,1,34.051151275634766,-117.3023681640625,SAN BERNARDINO,COLTON,-117.30236053466795,34.05113983154297,1,Night,0
2021,9855,2021-04-30,1600,5,2,N,A,-,Y,,,Y,2,0,1,3,A,-,07,21658.0,A,N,B,A,H,-,A,D,0,Y,,A,01,1,0,0,0,1,34.1245002746582,-117.6922607421875,SAN BERNARDINO,UPLAND,-117.69220733642578,34.12442398071289,0,Evening,1
2021,9860,2021-04-19,735,1,1,N,A,-,Y,,,Y,4,0,1,2,A,-,07,21658.0,A,N,B,A,H,-,A,D,0,Y,,A,01,0,0,1,0,1,34.06782913208008,-117.40907287597656,SAN BERNARDINO,UNINCORPORATED,-117.40907287597656,34.0678596496582,0,Morning,0
2021,9850,2021-05-09,1700,7,2,N,A,-,N,,,N,4,0,1,1,A,-,08,22107.0,,N,E,A,H,-,A,D,0,Y,,C,02,0,0,1,0,1,34.733280181884766,-117.36273193359376,SAN BERNARDINO,UNINCORPORATED,-117.36262512207033,34.73321533203125,1,Evening,0
2021,9850,2021-05-03,1900,1,2,Y,A,-,Y,,,Y,1,1,0,2,A,-,09,21802.0,A,N,D,A,H,-,A,D,0,Y,,C,06,0,0,0,1,0,34.42694854736328,-117.62081146240234,SAN BERNARDINO,UNINCORPORATED,-117.62078857421876,34.426998138427734,0,Evening,1
2021,9860,2021-05-03,2150,1,2,N,A,-,Y,,,Y,3,0,1,2,A,-,08,22107.0,,F,B,A,H,-,D,D,0,Y,,A,01,0,1,0,0,1,34.065059661865234,-117.30654907226562,SAN BERNARDINO,COLTON,-117.30654907226562,34.0650749206543,0,Night,0
2021,9860,2021-05-06,1855,4,2,N,A,-,Y,,,Y,4,0,1,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,,C,02,0,0,1,0,1,34.324668884277344,-117.4556121826172,SAN BERNARDINO,UNINCORPORATED,-117.45562744140624,34.32468795776367,0,Evening,0
2021,9865,2021-05-08,1533,6,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.22940826416016,-117.02957916259766,SAN BERNARDINO,UNINCORPORATED,-117.02957916259766,34.22941207885742,1,Midday,1
2021,9865,2021-05-15,1147,6,1,N,B,-,Y,,,Y,3,0,2,1,A,-,08,22107.0,,N,E,A,H,-,A,D,0,Y,,C,02,0,2,0,0,2,34.226028442382805,-117.30570220947266,SAN BERNARDINO,UNINCORPORATED,-117.30571746826172,34.22599029541016,1,Midday,0
2021,9855,2021-05-07,1451,5,2,N,A,-,Y,,,Y,3,0,1,2,A,-,07,21658.0,A,F,B,A,H,-,A,D,0,Y,,-,99,0,1,0,0,1,34.0659294128418,-117.47853088378906,SAN BERNARDINO,FONTANA,-117.47853088378906,34.066017150878906,0,Midday,0
2021,9860,2021-05-10,1115,1,1,N,A,-,Y,,,Y,2,0,1,2,A,-,07,21658.0,A,N,F,A,H,-,A,D,0,Y,,A,01,1,0,0,0,1,34.06248092651367,-117.1943817138672,SAN BERNARDINO,REDLANDS,-117.19438934326172,34.062454223632805,0,Midday,1
2021,9865,2021-05-09,1535,7,2,N,A,-,Y,,,Y,2,0,1,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.26137161254883,-117.28858184814452,SAN BERNARDINO,UNINCORPORATED,-117.28858184814452,34.261356353759766,1,Midday,1
2021,9860,2021-04-19,1442,1,2,N,A,-,Y,R,,N,4,0,1,2,A,-,03,22350.0,,F,C,A,H,-,A,A,0,Y,,A,01,0,0,1,0,1,34.068111419677734,-117.35327911376952,SAN BERNARDINO,COLTON,-117.35327911376952,34.068111419677734,0,Midday,0
2021,9860,2021-05-11,955,2,1,N,A,-,Y,,,N,4,0,1,2,A,-,03,22350.0,,N,C,A,H,-,A,D,0,Y,,C,02,0,0,1,0,1,34.30401992797852,-117.46250915527344,SAN BERNARDINO,UNINCORPORATED,-117.46255493164062,34.30390167236328,0,Morning,0
2021,9835,2021-01-09,1905,6,2,Y,A,-,N,,,Y,1,1,0,2,C,-,18,,,N,G,A,H,-,D,D,0,Y,,-,- ,0,0,0,0,0,34.96049880981445,-116.65339660644533,SAN BERNARDINO,UNINCORPORATED,-116.65332794189452,34.96051025390625,1,Evening,1
2021,9834,2021-05-11,1118,2,1,N,A,-,Y,,,Y,2,0,1,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.814640045166016,-114.59400177001952,SAN BERNARDINO,NEEDLES,-114.59400177001952,34.814640045166016,0,Midday,1
2021,9870,2021-05-15,1200,6,1,N,A,-,N,,,Y,2,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.25939178466797,-115.71800994873048,SAN BERNARDINO,UNINCORPORATED,-115.71814727783205,34.25899124145508,1,Midday,1
2021,9865,2021-05-16,925,7,1,N,A,-,Y,,,N,2,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.24367904663086,-117.02810668945312,SAN BERNARDINO,UNINCORPORATED,-117.02816009521484,34.243682861328125,1,Morning,1
2021,9855,2021-05-16,2335,7,3,N,C,-,Y,,,Y,2,0,1,2,A,-,01,23152.0,A,N,B,B,D,-,C,D,0,Y,Y,C,02,1,0,0,0,1,34.02956008911133,-117.71305847167967,SAN BERNARDINO,CHINO,-117.71309661865234,34.02970886230469,1,Night,1
2021,9855,2021-05-18,1847,2,2,N,A,-,Y,,,Y,3,0,1,3,A,-,03,22350.0,,N,B,A,D,-,A,D,0,Y,,C,02,0,1,0,0,1,34.070011138916016,-117.6101531982422,SAN BERNARDINO,ONTARIO,-117.61013793945312,34.07003402709961,0,Evening,0
2021,9855,2021-05-20,1524,4,2,N,B,-,Y,,,N,3,0,1,2,A,-,07,21658.0,A,N,B,A,D,-,A,D,0,Y,,A,01,0,1,0,0,1,34.067569732666016,-117.55838012695312,SAN BERNARDINO,ONTARIO,-117.55838012695312,34.06756591796875,0,Midday,0
2021,9865,2021-05-18,1920,2,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,E,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.229251861572266,-117.30126190185548,SAN BERNARDINO,UNINCORPORATED,-117.30118560791016,34.229251861572266,0,Evening,1
2021,9860,2021-05-21,1745,5,2,N,A,-,Y,,,N,4,0,1,2,A,-,07,21658.0,A,N,B,A,H,-,A,D,0,Y,,A,08,0,0,1,0,1,34.06818008422852,-117.38722229003906,SAN BERNARDINO,UNINCORPORATED,-117.38722229003906,34.068153381347656,0,Evening,0
2021,9860,2021-04-25,1050,7,1,N,B,-,Y,,,Y,3,0,1,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,,C,02,0,1,0,0,1,34.29996109008789,-117.45865631103516,SAN BERNARDINO,UNINCORPORATED,-117.45873260498048,34.29990005493164,1,Morning,0
2021,9860,2021-05-14,1152,5,1,N,A,-,Y,R,,Y,2,0,1,1,A,-,03,22350.0,,N,E,A,H,-,A,A,0,Y,,C,02,1,0,0,0,1,34.02396011352539,-117.33579254150392,SAN BERNARDINO,COLTON,-117.33579254150392,34.02396011352539,0,Midday,1
2021,9865,2021-05-20,600,4,1,N,A,-,Y,,,Y,4,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,0,0,1,0,1,34.30350875854492,-117.33775329589844,SAN BERNARDINO,UNINCORPORATED,-117.33782196044922,34.3034782409668,0,Morning,0
2021,9855,2021-05-18,2223,2,3,N,A,-,Y,,,N,2,0,1,2,A,-,07,21658.0,A,F,F,A,H,-,C,D,0,Y,Y,-,99,1,0,0,0,1,33.95756912231445,-117.68157958984376,SAN BERNARDINO,CHINO HILLS,-117.68158721923828,33.95756149291992,0,Night,1
2021,9860,2021-05-14,1515,5,2,N,A,-,Y,,,Y,2,0,1,2,A,-,08,22107.0,,N,B,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.347259521484375,-117.47618865966795,SAN BERNARDINO,UNINCORPORATED,-117.47621154785156,34.34732437133789,0,Midday,1
2021,9850,2021-05-29,2330,6,3,Y,A,B,N,,,Y,3,0,1,2,A,-,09,21802.0,A,N,D,A,H,-,C,A,0,Y,,A,01,0,1,0,0,1,34.601280212402344,-117.3382568359375,SAN BERNARDINO,UNINCORPORATED,-117.33827972412108,34.60133743286133,1,Night,0
2021,9865,2021-05-25,1247,2,1,N,B,-,N,,,Y,3,0,1,1,A,-,03,22350.0,,N,E,A,H,-,A,D,0,Y,,C,02,0,1,0,0,1,34.248130798339844,-117.18241119384766,SAN BERNARDINO,UNINCORPORATED,-117.18251037597656,34.24812698364258,0,Midday,0
2021,9865,2021-05-27,1516,4,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,E,A,H,-,A,A,0,Y,,C,02,1,0,0,0,1,34.20547866821289,-117.12802124023438,SAN BERNARDINO,UNINCORPORATED,-117.12802124023438,34.2055549621582,0,Midday,1
2021,9855,2021-05-27,1620,4,2,N,A,-,Y,,,Y,3,0,1,2,A,-,03,22350.0,,N,C,A,D,-,A,D,0,Y,,C,02,0,1,0,0,1,34.03007888793945,-117.70912170410156,SAN BERNARDINO,CHINO,-117.70912170410156,34.03004455566406,0,Evening,0
2021,9850,2021-05-29,1220,6,1,N,A,-,N,,,N,3,0,1,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,,C,02,0,1,0,0,1,34.44961166381836,-117.45091247558594,SAN BERNARDINO,UNINCORPORATED,-117.45101165771484,34.44965744018555,1,Midday,0
2021,9855,2021-05-31,1110,1,1,N,A,-,Y,,,N,4,0,1,1,A,-,03,22350.0,,N,F,A,D,-,A,D,0,Y,,C,02,0,0,1,0,1,34.06732177734375,-117.55950927734376,SAN BERNARDINO,ONTARIO,-117.55950927734376,34.0673828125,0,Midday,0
2021,9834,2021-05-29,750,6,1,N,A,-,Y,,,Y,1,1,3,2,A,-,09,21804.0,A,N,D,A,H,-,A,D,0,Y,,C,06,0,0,3,1,0,34.17642974853516,-114.39095306396484,SAN BERNARDINO,UNINCORPORATED,-114.39097595214844,34.17639923095703,1,Morning,1
2021,9835,2021-06-03,1635,4,2,N,A,-,N,,,Y,3,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,0,1,0,0,1,34.83967971801758,-117.16259765625,SAN BERNARDINO,UNINCORPORATED,-117.16275787353516,34.839683532714844,0,Evening,0
2021,9850,2021-06-06,1915,7,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.39902114868164,-116.69429779052734,SAN BERNARDINO,UNINCORPORATED,-116.69429779052734,34.399051666259766,1,Evening,1
2021,9860,2021-06-01,1040,2,1,N,A,-,Y,,,Y,2,0,1,2,A,-,03,22350.0,,N,C,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.31159973144531,-117.482421875,SAN BERNARDINO,UNINCORPORATED,-117.48228454589844,34.312110900878906,0,Morning,1
2021,9860,2021-06-06,300,7,3,N,A,-,Y,,,N,2,0,1,1,A,-,08,22107.0,,N,E,A,D,E,D,D,0,Y,,C,02,1,0,0,0,1,34.132469177246094,-117.22704315185548,SAN BERNARDINO,HIGHLAND,-117.22703552246094,34.132511138916016,1,Night,1
2021,9855,2021-05-29,2110,6,2,N,A,-,N,,,N,4,0,1,2,A,-,09,21453.0,B,N,B,A,H,-,C,A,0,Y,,A,01,0,0,1,0,1,34.05619812011719,-117.68930816650392,SAN BERNARDINO,UNINCORPORATED,-117.68948364257812,34.05585479736328,1,Night,0
2021,9835,2021-06-03,2215,4,3,N,A,-,Y,,,N,2,0,1,2,A,-,07,21658.0,A,F,B,A,H,-,C,D,0,Y,,-,99,1,0,0,0,1,34.87028884887695,-117.07675933837892,SAN BERNARDINO,UNINCORPORATED,-117.09000396728516,34.883262634277344,0,Night,1
2021,9855,2021-06-05,1615,6,2,N,A,-,Y,,,Y,3,0,1,2,A,-,02,22400.0,A,F,C,A,H,-,A,D,0,Y,,-,99,0,1,0,0,1,34.0667610168457,-117.44492340087892,SAN BERNARDINO,FONTANA,-117.44493103027344,34.067047119140625,1,Evening,0
2021,9855,2021-06-06,1330,7,1,N,A,-,Y,,,N,3,0,2,3,A,-,03,22350.0,,N,C,A,D,-,A,D,0,Y,,A,01,0,2,0,0,2,34.067291259765625,-117.56623077392578,SAN BERNARDINO,ONTARIO,-117.56623077392578,34.067405700683594,1,Midday,0
2021,9860,2021-06-13,1735,7,2,N,A,-,Y,,,Y,4,0,1,2,A,-,08,22107.0,,N,B,A,H,-,A,D,0,Y,,C,02,0,0,1,0,1,34.349578857421875,-117.4464111328125,SAN BERNARDINO,UNINCORPORATED,-117.44643402099608,34.349613189697266,1,Evening,0
2021,9865,2021-06-12,1202,6,1,N,A,-,Y,,,Y,3,0,2,3,A,-,03,22350.0,,N,C,A,H,-,A,D,0,Y,,C,02,0,1,1,0,1,34.246360778808594,-117.20989227294922,SAN BERNARDINO,UNINCORPORATED,-117.2099380493164,34.246456146240234,1,Midday,0
2021,9850,2021-06-12,1415,6,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.42245101928711,-117.61139678955078,SAN BERNARDINO,UNINCORPORATED,-117.61140441894533,34.42244338989258,1,Midday,1
2021,9865,2021-06-13,1440,7,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.262550354003906,-116.90406036376952,SAN BERNARDINO,UNINCORPORATED,-116.90406799316406,34.26259231567383,1,Midday,1
2021,9865,2021-06-17,1505,4,2,N,A,-,Y,,,Y,2,0,2,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,Y,C,02,2,0,0,0,2,34.20370864868164,-116.73097229003906,SAN BERNARDINO,UNINCORPORATED,-116.7309799194336,34.20366668701172,0,Midday,1
2021,9855,2021-06-11,1115,5,1,N,A,-,Y,,,Y,4,0,1,2,D,-,00,,,N,B,A,H,-,A,D,0,Y,,-,- ,0,0,1,0,1,34.14577865600586,-117.48430633544922,SAN BERNARDINO,RANCHO CUCAMONGA,-117.48428344726562,34.14574432373047,0,Midday,0
2021,9860,2021-06-13,1750,7,2,N,A,-,Y,,,Y,2,0,1,3,A,-,03,22350.0,,N,E,A,D,-,A,D,0,Y,,A,01,1,0,0,0,1,34.0783805847168,-117.29662322998048,SAN BERNARDINO,SAN BERNARDINO,-117.29669189453124,34.078330993652344,1,Evening,1
2021,9865,2021-06-11,1425,5,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,E,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.262001037597656,-117.28887176513672,SAN BERNARDINO,UNINCORPORATED,-117.28896331787108,34.26198959350586,0,Midday,1
2021,9860,2021-06-19,1310,6,1,Y,A,-,Y,,,N,2,0,1,2,A,-,09,21804.0,A,F,D,A,H,-,A,D,0,Y,,-,99,1,0,0,0,1,34.0725212097168,-117.09789276123048,SAN BERNARDINO,UNINCORPORATED,-117.09789276123048,34.0725212097168,1,Midday,1
2021,9865,2021-06-15,1425,2,2,N,A,-,Y,,,Y,3,0,1,1,A,-,01,23152.0,A,N,F,A,H,-,A,D,0,Y,Y,C,02,0,1,0,0,1,34.222251892089844,-116.76023864746094,SAN BERNARDINO,UNINCORPORATED,-116.7602310180664,34.222270965576165,0,Midday,0
2021,9865,2021-01-14,1025,4,1,N,A,-,N,,,Y,1,1,1,1,A,-,08,22107.0,,N,E,B,H,-,A,D,0,Y,,C,02,1,0,0,1,1,34.24195098876953,-117.22667694091795,SAN BERNARDINO,UNINCORPORATED,-117.22662353515624,34.24195098876953,0,Morning,1
2021,9860,2021-06-20,1250,7,1,N,A,-,Y,,,Y,3,0,1,2,A,-,07,21658.0,A,N,B,A,H,-,A,D,0,Y,,A,01,0,1,0,0,1,34.067378997802734,-117.43338012695312,SAN BERNARDINO,FONTANA,-117.43338012695312,34.06740188598633,1,Midday,0
2021,9865,2021-06-20,1920,7,2,N,A,-,Y,,,N,2,0,1,1,A,-,03,22350.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.170921325683594,-116.83270263671876,SAN BERNARDINO,UNINCORPORATED,-116.83270263671876,34.170936584472656,1,Evening,1
2021,9835,2021-06-28,1435,1,2,Y,A,-,Y,,,Y,3,0,1,2,A,-,06,21750.0,A,N,B,A,H,-,A,D,0,Y,,C,02,0,1,0,0,1,34.911598205566406,-116.98069763183594,SAN BERNARDINO,UNINCORPORATED,-116.98077392578124,34.91164016723633,0,Midday,0
2021,9850,2021-06-28,1948,1,2,N,A,-,Y,,,N,2,0,1,2,A,-,07,21658.0,A,F,F,A,H,-,A,D,0,Y,,A,01,1,0,0,0,1,34.58269119262695,-117.26651000976562,SAN BERNARDINO,VICTORVILLE,-117.26653289794922,34.58271026611328,0,Evening,1
2021,9855,2021-06-24,615,4,1,N,A,-,Y,,,N,3,0,1,2,A,-,03,22350.0,,N,C,A,D,-,A,D,0,Y,,C,02,0,1,0,0,1,34.0306396484375,-117.60739135742188,SAN BERNARDINO,ONTARIO,-117.60739135742188,34.03066635131836,0,Morning,0
2021,9855,2021-06-24,655,4,1,N,A,-,Y,,,Y,2,0,1,2,A,-,07,21658.0,A,N,C,A,H,-,A,D,0,Y,,A,07,1,0,0,0,1,34.13645935058594,-117.52171325683594,SAN BERNARDINO,RANCHO CUCAMONGA,-117.52171325683594,34.136505126953125,0,Morning,1
2021,9860,2021-06-28,1750,1,2,N,A,-,N,,,N,2,0,1,1,C,-,18,,,N,H,A,H,-,A,D,0,Y,,-,- ,1,0,0,0,1,34.044551849365234,-117.4037628173828,SAN BERNARDINO,UNINCORPORATED,-117.4038314819336,34.04451370239258,0,Evening,1
2021,9865,2021-06-27,530,7,3,N,A,-,Y,,,Y,2,0,1,1,C,-,18,,,N,E,A,H,-,A,D,0,Y,,-,- ,1,0,0,0,1,34.15885162353516,-116.9286880493164,SAN BERNARDINO,UNINCORPORATED,-116.9286651611328,34.15888595581055,1,Morning,1
2021,9855,2021-06-24,2320,4,3,N,B,-,N,,,Y,2,0,1,3,A,-,08,22107.0,,N,E,A,H,-,D,D,0,Y,,A,01,1,0,0,0,0,34.1627311706543,-117.67320251464844,SAN BERNARDINO,UPLAND,-117.66433715820312,34.15296173095703,0,Night,1
2021,9865,2021-06-24,1850,4,2,Y,A,-,Y,,,N,2,0,1,2,A,-,05,21460.0,A,N,D,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.24686050415039,-116.81194305419922,SAN BERNARDINO,UNINCORPORATED,-116.81192016601562,34.24687957763672,0,Evening,1
2021,9860,2021-06-19,2140,6,2,N,A,-,Y,,,Y,3,0,2,1,A,-,03,22350.0,,N,F,A,H,-,C,D,0,Y,,C,02,0,2,0,0,2,34.06364822387695,-117.27420806884766,SAN BERNARDINO,SAN BERNARDINO,-117.27420806884766,34.06373596191406,1,Night,0
2021,9860,2021-06-28,1636,1,2,N,A,-,Y,,,Y,2,0,1,2,A,-,07,21658.0,A,N,C,A,H,-,A,D,0,Y,,A,01,1,0,0,0,1,34.30760955810547,-117.4697265625,SAN BERNARDINO,UNINCORPORATED,-117.4696807861328,34.30767059326172,0,Evening,1
2021,9865,2021-06-27,1840,7,2,N,A,-,Y,,,Y,2,0,1,1,A,-,08,22107.0,,N,F,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.21746063232422,-117.2910614013672,SAN BERNARDINO,UNINCORPORATED,-117.2910385131836,34.21736145019531,1,Evening,1
2021,9860,2021-06-15,250,2,3,N,A,-,N,,,Y,3,0,1,1,A,-,08,22107.0,,N,F,A,H,-,C,D,0,Y,,C,02,0,1,0,0,1,34.14680099487305,-117.2602310180664,SAN BERNARDINO,UNINCORPORATED,-117.26031494140624,34.146751403808594,0,Night,0
2021,9860,2021-07-07,305,3,3,Y,A,-,Y,,,Y,2,0,1,2,A,-,03,22350.0,,N,C,A,H,-,D,D,0,Y,,C,02,1,0,0,0,1,34.033748626708984,-117.32498931884766,SAN BERNARDINO,UNINCORPORATED,-117.32494354248048,34.03373336791992,0,Night,1
2021,9870,2021-07-09,2155,5,2,N,A,-,N,,,N,3,0,1,1,A,-,01,23152.0,A,N,F,A,B,-,D,D,0,Y,Y,C,02,0,1,0,0,1,34.14020919799805,-116.31304168701172,SAN BERNARDINO,UNINCORPORATED,-116.31298065185548,34.14008331298828,0,Night,0
2021,9860,2021-07-09,900,5,1,N,A,-,N,,,Y,2,0,1,2,A,-,03,22350.0,,N,C,A,H,-,A,D,0,Y,,C,02,1,0,0,0,1,34.078338623046875,-117.04875183105467,SAN BERNARDINO,UNINCORPORATED,-117.04875183105467,34.07831573486328,0,Morning,1
2021,9850,2021-07-10,1918,6,2,N,A,-,N,,,Y,2,0,2,1,A,-,08,38314.0,,N,F,A,H,-,A,D,0,Y,,C,06,2,0,0,0,2,34.42232894897461,-117.65129852294922,SAN BERNARDINO,UNINCORPORATED,-117.65125274658205,34.422481536865234,1,Evening,1
2021,9865,2021-07-12,1140,1,1,N,A,-,Y,,,Y,2,0,1,2,A,-,08,22107.0,,F,D,A,H,-,A,D,0,Y,,A,01,1,0,0,0,1,34.2321891784668,-117.29328155517578,SAN BERNARDINO,UNINCORPORATED,-117.29328155517578,34.23218536376953,0,Midday,1
2021,9865,2021-07-14,910,3,1,N,A,-,Y,,,N,3,0,1,1,A,-,08,22107.0,,N,E,A,H,-,A,D,0,Y,,C,02,0,1,0,0,1,34.22562026977539,-117.02568817138672,SAN BERNARDINO,UNINCORPORATED,-117.0258331298828,34.2255973815918,0,Morning,0
2021,9865,2021-07-15,1513,4,2,N,A,-,Y,,,Y,3,0,1,1,A,-,08,22107.0,,N,E,A,H,-,A,A,0,Y,,C,02,0,1,0,0,1,34.18724822998047,-117.1486587524414,SAN BERNARDINO,UNINCORPORATED,-117.14862060546876,34.18734359741211,0,Midday,0
2021,9860,2021-06-23,1510,3,2,N,A,-,Y,,,N,3,0,1,1,C,-,18,,,N,F,A,H,-,A,D,0,Y,,-,- ,0,1,0,0,1,34.14482879638672,-117.27313232421876,SAN BERNARDINO,SAN BERNARDINO,-117.27313232421876,34.14479064941406,0,Midday,0
2021,9860,2021-07-03,1730,6,2,N,A,-,Y,,,N,3,0,1,2,A,-,08,22105.0,,N,F,A,H,-,A,D,0,Y,,A,01,0,1,0,0,1,34.10179901123047,-117.02236938476562,SAN BERNARDINO,UNINCORPORATED,-117.02236175537108,34.10174560546875,1,Evening,0
2021,9860,2021-07-15,1620,4,2,N,A,-,Y,,,Y,3,0,2,2,A,-,07,21658.0,A,N,B,A,H,-,A,D,0,Y,,A,01,0,2,0,0,1,34.2606315612793,-117.44976043701172,SAN BERNARDINO,UNINCORPORATED,-117.44961547851562,34.26058578491211,0,Evening,0
